SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Multi-Family (2-4 Unit),2850 Maxson Rd,El Monte,CA,91732,400000,6,4.0,,2626,22216,1936,,152,,,,,http://www.redfin.com/CA/El-Monte/2850-Maxson-Rd-91732/home/7796362,,,N,Y,34.0582634,-118.0172375
PAST SALE,,Single Family Residential,2602 Penn Mar Ave,El Monte,CA,91732,125000,4,2.0,,1140,13372,1940,,110,,,,,http://www.redfin.com/CA/El-Monte/2602-Penn-Mar-Ave-91732/home/7796389,,,N,Y,34.056365,-118.023744
PAST SALE,,Multi-Family (2-4 Unit),2660 Penn Mar Ave,El Monte,CA,91732,157500,6,3.0,,1972,4297,1962,,80,,,,,http://www.redfin.com/CA/El-Monte/2660-Penn-Mar-Ave-91732/home/7796397,,,N,Y,34.057294,-118.0223538
PAST SALE,,Single Family Residential,12217 Pineville St,El Monte,CA,91732,90000,4,2.0,,1330,6232,1951,,68,,,,,http://www.redfin.com/CA/El-Monte/12217-Pineville-St-91732/home/7796884,,,N,Y,34.0508664,-118.0257083
PAST SALE,November-1-2014,Single Family Residential,10109 Bodger St,El Monte,CA,91733,390000,4,3.0,619 - El Monte,1398,4976,1960,1002,279,,Sold,,,http://www.redfin.com/CA/El-Monte/10109-Bodger-St-91733/home/8005331,CRMLS,TR14178241,N,Y,34.0650551,-118.0490211
PAST SALE,,Multi-Family (2-4 Unit),2500 Sastre Ave,El Monte,CA,91733,85000,6,4.0,,2670,13613,1954,,32,,,,,http://www.redfin.com/CA/El-Monte/2500-Sastre-Ave-91733/home/7794285,,,N,Y,34.0573518,-118.0538872
PAST SALE,March-15-2017,Single Family Residential,3373 Earlswood Dr,Rosemead,CA,91770,706500,4,2.0,651 - Rosemead/S. San Gabriel,1969,7189,1950,137,359,,Sold,,,http://www.redfin.com/CA/Rosemead/3373-Earlswood-Dr-91770/home/6994104,CRMLS,CV16760472,N,Y,34.0697319,-118.0740458
PAST SALE,,Single Family Residential,12609 Bonwood Rd,El Monte,CA,91732,400000,4,2.0,,1157,6823,1962,,346,,,,,http://www.redfin.com/CA/El-Monte/12609-Bonwood-Rd-91732/home/7797700,,,N,Y,34.0450356,-118.0172368
PAST SALE,,Single Family Residential,12615 Maryvine St,El Monte,CA,91732,332000,4,2.0,,1157,6582,1961,,287,,,,,http://www.redfin.com/CA/El-Monte/12615-Maryvine-St-91732/home/7797637,,,N,Y,34.0445367,-118.0193931
PAST SALE,,Single Family Residential,12524 Rush St,El Monte,CA,91733,115000,4,1.0,,1162,13464,1940,,99,,,,,http://www.redfin.com/CA/El-Monte/12524-Rush-St-91733/home/7799630,,,N,Y,34.0419718,-118.025822
PAST SALE,,Condo/Co-op,12511 Fineview St Unit B,El Monte,CA,91732,479000,4,3.0,,2380,,1992,,201,,,,,http://www.redfin.com/CA/El-Monte/12511-Fineview-St-91732/unit-B/home/7797587,,,N,Y,34.0450982,-118.022592
PAST SALE,,Single Family Residential,12626 Maryvine St,El Monte,CA,91732,189000,4,2.0,,1197,6124,1962,,158,,,,,http://www.redfin.com/CA/El-Monte/12626-Maryvine-St-91732/home/7797657,,,N,Y,34.0439883,-118.0195838
PAST SALE,,Single Family Residential,2015 Parkway Dr,El Monte,CA,91733,195000,6,2.0,,2558,6700,1935,,76,,,,,http://www.redfin.com/CA/El-Monte/2015-Parkway-Dr-91733/home/7799742,,,N,Y,34.0421524,-118.0248149
PAST SALE,,Condo/Co-op,12138 Ranchito St,El Monte,CA,91732,220000,4,3.0,,2323,,1992,,95,,,,,http://www.redfin.com/CA/El-Monte/12138-Ranchito-St-91732/home/7983283,,,N,Y,34.0852262,-118.0042847
PAST SALE,June-7-2012,Single Family Residential,12136 Ranchito St,El Monte,CA,91732,370000,4,3.0,619 - El Monte,2323,5285,1992,1879,159,170,Sold,,,http://www.redfin.com/CA/El-Monte/12136-Ranchito-St-91732/home/7983282,CRISNet,F12044247,N,Y,34.0849855,-118.0043525
PAST SALE,,Single Family Residential,4531 Instar Pl,El Monte,CA,91732,235000,4,3.0,,1745,5019,1972,,135,,,,,http://www.redfin.com/CA/El-Monte/4531-Instar-Pl-91732/home/7983341,,,N,Y,34.0833562,-118.0073674
PAST SALE,,Single Family Residential,12113 Killian St,El Monte,CA,91732,112000,4,3.0,,1568,5449,1960,,71,,,,,http://www.redfin.com/CA/El-Monte/12113-Killian-St-91732/home/7983352,,,N,Y,34.0825159,-118.0063776
PAST SALE,May-5-2015,Single Family Residential,12034 Killian St,El Monte,CA,91732,380000,5,3.0,619 - El Monte,1553,6399,1962,817,245,,Sold,,,http://www.redfin.com/CA/El-Monte/12034-Killian-St-91732/home/7983431,CRMLS,PW15002292,N,Y,34.0820409,-118.0080017
PAST SALE,,Single Family Residential,4344 Maxson Rd,El Monte,CA,91732,680000,4,4.0,,2016,13984,1940,,337,,,,,http://www.redfin.com/CA/El-Monte/4344-Maxson-Rd-91732/home/7983717,,,N,Y,34.079256,-118.0055357
PAST SALE,March-5-2010,Single Family Residential,4757 Durfee Ave,El Monte,CA,91732,330000,4,2.25,El Monte,1614,9583,1952,2704,204,,Sold,,,http://www.redfin.com/CA/El-Monte/4757-Durfee-Ave-91732/home/7983859,TheMLS,09-399785,N,Y,34.0857384,-118.0019115
PAST SALE,,Single Family Residential,4741 Durfee Ave,El Monte,CA,91732,169000,4,4.0,,2760,7733,2006,,61,,,,,http://www.redfin.com/CA/El-Monte/4741-Durfee-Ave-91732/home/7983861,,,N,Y,34.0853643,-118.0019766
PAST SALE,,Single Family Residential,4322 Bannister Ave,El Monte,CA,91732,146000,4,2.0,,1443,8765,1965,,101,,,,,http://www.redfin.com/CA/El-Monte/4322-Bannister-Ave-91732/home/7983987,,,N,Y,34.0779439,-118.0024237
PAST SALE,,Single Family Residential,12225 Mulhall St,El Monte,CA,91732,155000,4,2.0,,1300,5055,1975,,119,,,,,http://www.redfin.com/CA/El-Monte/12225-Mulhall-St-91732/home/7984006,,,N,Y,34.0845582,-118.002837
PAST SALE,,Condo/Co-op,4620 Maxson Rd,El Monte,CA,91732,206500,4,3.0,,2174,,1995,,95,,,,,http://www.redfin.com/CA/El-Monte/4620-Maxson-Rd-91732/home/7984052,,,N,Y,34.0835806,-118.0031186
PAST SALE,,Condo/Co-op,4608 Maxson Rd,El Monte,CA,91732,236000,5,3.0,,2471,,1995,,96,,,,,http://www.redfin.com/CA/El-Monte/4608-Maxson-Rd-91732/home/7984056,,,N,Y,34.0835114,-118.0036803
PAST SALE,,Condo/Co-op,5030 Peck Rd,El Monte,CA,91732,340000,4,3.0,,1861,,2003,,183,,,,,http://www.redfin.com/CA/El-Monte/5030-Peck-Rd-91732/home/7985109,,,N,Y,34.0943487,-118.0124955
PAST SALE,,Single Family Residential,11712 Hallwood Dr,El Monte,CA,91732,175000,4,3.0,,1478,6152,1963,,118,,,,,http://www.redfin.com/CA/El-Monte/11712-Hallwood-Dr-91732/home/7985155,,,N,Y,34.0922351,-118.0108424
PAST SALE,,Condo/Co-op,11614 Hallwood Dr,El Monte,CA,91732,260000,4,3.0,,1633,,1988,,159,,,,,http://www.redfin.com/CA/El-Monte/11614-Hallwood-Dr-91732/home/7985186,,,N,Y,34.0932599,-118.0124712
PAST SALE,,Condo/Co-op,11728 Lower Azusa Rd,El Monte,CA,91732,499000,4,3.0,,2347,,1990,,213,,,,,http://www.redfin.com/CA/El-Monte/11728-Lower-Azusa-Rd-91732/home/7985617,,,N,Y,34.0894357,-118.0118919
PAST SALE,,Single Family Residential,4727 La Madera Ave,El Monte,CA,91732,196000,5,4.0,,3501,8037,1947,,56,,,,,http://www.redfin.com/CA/El-Monte/4727-La-Madera-Ave-91732/home/7985616,,,N,Y,34.0880214,-118.0101517
PAST SALE,,Condo/Co-op,11831 Ranchito St,El Monte,CA,91732,206000,4,3.0,,2192,,1991,,94,,,,,http://www.redfin.com/CA/El-Monte/11831-Ranchito-St-91732/home/7985673,,,N,Y,34.0875505,-118.0093031
PAST SALE,,Single Family Residential,11816 Emery St,El Monte,CA,91732,131000,4,2.0,,1218,4986,1926,,108,,,,,http://www.redfin.com/CA/El-Monte/11816-Emery-St-91732/home/7985770,,,N,Y,34.084512,-118.0110101
PAST SALE,June-24-2016,Single Family Residential,4553 Whistler Ave,El Monte,CA,91732,610000,4,2.0,619 - El Monte,2087,14377,1949,401,292,,Sold,,,http://www.redfin.com/CA/El-Monte/4553-Whistler-Ave-91732/home/7985803,CRMLS,WS16090821,N,Y,34.0848407,-118.0100676
PAST SALE,,Single Family Residential,11704 Ranchito St,El Monte,CA,91732,210000,4,2.0,,2998,15652,1937,,70,,,,,http://www.redfin.com/CA/El-Monte/11704-Ranchito-St-91732/home/7985845,,,N,Y,34.0877868,-118.0128293
PAST SALE,,Single Family Residential,11712 Mc Girk Ave,El Monte,CA,91732,225000,4,2.0,,1384,5732,1944,,163,,,,,http://www.redfin.com/CA/El-Monte/11712-Mc-Girk-Ave-91732/home/7985960,,,N,Y,34.0830625,-118.0143167
PAST SALE,February-5-2016,Single Family Residential,4346 Richwood Ave,El Monte,CA,91732,475000,4,2.0,619 - El Monte,1850,3929,1988,541,257,,Sold,,,http://www.redfin.com/CA/El-Monte/4346-Richwood-Ave-91732/home/7986013,CRMLS,WS15231748,N,Y,34.0821372,-118.0144887
PAST SALE,,Condo/Co-op,11905 Mc Girk Ave,El Monte,CA,91732,219000,4,3.0,,2064,,1992,,106,,,,,http://www.redfin.com/CA/El-Monte/11905-Mc-Girk-Ave-91732/home/7986074,,,N,Y,34.082251,-118.0110509
PAST SALE,,Condo/Co-op,11904 Mc Girk Ave,El Monte,CA,91732,244000,5,3.0,,2325,,1990,,105,,,,,http://www.redfin.com/CA/El-Monte/11904-Mc-Girk-Ave-91732/home/7986126,,,N,Y,34.0810803,-118.0115344
PAST SALE,,Condo/Co-op,11760 Lower Azusa Rd,El Monte,CA,91732,279000,4,3.0,,2370,,2000,,118,,,,,http://www.redfin.com/CA/El-Monte/11760-Lower-Azusa-Rd-91732/home/8104346,,,N,Y,34.0887738,-118.0111367
PAST SALE,March-7-2016,Single Family Residential,4939 La Madera Ave,El Monte,CA,91732,598000,4,3.0,619 - El Monte,2347,6055,2003,510,255,60,Sold,,,http://www.redfin.com/CA/El-Monte/4939-La-Madera-Ave-91732/home/8128050,CRMLS,TR15215968,N,Y,34.0914561,-118.0080362
PAST SALE,,Condo/Co-op,12047 Mc Girk Ave,El Monte,CA,91732,520000,5,4.0,,2376,,2004,,219,,,,,http://www.redfin.com/CA/El-Monte/12047-Mc-Girk-Ave-91732/home/8174442,,,N,Y,34.0813551,-118.0079018
PAST SALE,,Condo/Co-op,4638 Whistler Ave,El Monte,CA,91732,460000,5,3.0,,2390,,2008,,192,,,,,http://www.redfin.com/CA/El-Monte/4638-Whistler-Ave-91732/home/17226588,,,N,Y,34.0857258,-118.008574
PAST SALE,,Condo/Co-op,12038 Lower Azusa Rd,El Monte,CA,91732,449000,4,5.0,,3020,,2007,,149,,,,,http://www.redfin.com/CA/El-Monte/12038-Lower-Azusa-Rd-91732/home/17240349,,,N,Y,34.0872677,-118.0055305
PAST SALE,,Condo/Co-op,4005 Cogswell Rd,El Monte,CA,91732,155000,4,3.0,,1809,,1998,,86,,,,,http://www.redfin.com/CA/El-Monte/4005-Cogswell-Rd-91732/home/7984059,,,N,Y,34.075424,-118.0132164
PAST SALE,,Condo/Co-op,4003 Cogswell Rd,El Monte,CA,91732,155000,4,3.0,,1809,,1998,,86,,,,,http://www.redfin.com/CA/El-Monte/4003-Cogswell-Rd-91732/home/7984060,,,N,Y,34.075445,-118.0130555
PAST SALE,,Condo/Co-op,4006 Cogswell Rd,El Monte,CA,91732,155000,4,3.0,,1809,,1998,,86,,,,,http://www.redfin.com/CA/El-Monte/4006-Cogswell-Rd-91732/home/7984065,,,N,Y,34.0755813,-118.0118732
PAST SALE,,Single Family Residential,11622 Bryant Rd,El Monte,CA,91732,150000,4,2.0,,1148,9513,1942,,131,,,,,http://www.redfin.com/CA/El-Monte/11622-Bryant-Rd-91732/home/7986453,,,N,Y,34.078042,-118.019806
PAST SALE,March-21-2014,Multi-Family (2-4 Unit),11620 WOODVILLE,El Monte,CA,91732,796500,8,4.0,619 - El Monte,3094,7046,1962,1227,257,,Sold,,,http://www.redfin.com/CA/El-Monte/11620-Woodville-Dr-91732/home/7986491,CRMLS,WS14018298,N,Y,34.0774107,-118.0201995
PAST SALE,,Single Family Residential,11772 Forest Grove St,El Monte,CA,91732,187000,4,2.0,,1602,8038,1937,,117,,,,,http://www.redfin.com/CA/El-Monte/11772-Forest-Grove-St-91732/home/7986514,,,N,Y,34.0762974,-118.0158456
PAST SALE,,Single Family Residential,4153 Bannister Ave,El Monte,CA,91732,130000,4,2.0,,1352,10527,1947,,96,,,,,http://www.redfin.com/CA/El-Monte/4153-Bannister-Ave-91732/home/7986669,,,N,Y,34.075522,-118.0044959
PAST SALE,,Condo/Co-op,3821 Gilman Rd,El Monte,CA,91732,213000,4,3.0,,1665,,1991,,128,,,,,http://www.redfin.com/CA/El-Monte/3821-Gilman-Rd-91732/home/7986733,,,N,Y,34.0703099,-118.0060571
PAST SALE,,Condo/Co-op,12343 Deana St,El Monte,CA,91732,185000,4,3.0,,2004,,1991,,92,,,,,http://www.redfin.com/CA/El-Monte/12343-Deana-St-91732/home/7986741,,,N,Y,34.0700912,-118.0066118
PAST SALE,,Condo/Co-op,3952 Maxson Rd,El Monte,CA,91732,196500,4,3.0,,1798,,1990,,109,,,,,http://www.redfin.com/CA/El-Monte/3952-Maxson-Rd-91732/home/7987038,,,N,Y,34.0729733,-118.0080875
PAST SALE,,Condo/Co-op,3955 Durfee Ave,El Monte,CA,91732,172000,4,3.0,,1602,,1999,,107,,,,,http://www.redfin.com/CA/El-Monte/3955-Durfee-Ave-91732/home/7987064,,,N,Y,34.0728274,-118.0074819
PAST SALE,,Condo/Co-op,4023 Durfee Ave,El Monte,CA,91732,187500,4,3.0,,1630,,1998,,115,,,,,http://www.redfin.com/CA/El-Monte/4023-Durfee-Ave-91732/home/7987138,,,N,Y,34.0735958,-118.0068035
PAST SALE,September-26-2012,Single Family Residential,3928 Penn Mar Ave,El Monte,CA,91732,323000,4,1.75,619 - El Monte,1665,5547,1949,1768,194,,Sold,,,http://www.redfin.com/CA/El-Monte/3928-Penn-Mar-Ave-91732/home/7987216,CRMLS,A12074384,N,Y,34.073572,-118.0109546
PAST SALE,,Single Family Residential,12424 Rains St,El Monte,CA,91732,179000,4,2.0,,1488,9457,1959,,120,,,,,http://www.redfin.com/CA/El-Monte/12424-Rains-St-91732/home/7987621,,,N,Y,34.0726284,-118.0037982
PAST SALE,,Single Family Residential,12423 Rains St,El Monte,CA,91732,182000,4,2.0,,1638,8201,1959,,111,,,,,http://www.redfin.com/CA/El-Monte/12423-Rains-St-91732/home/7987623,,,N,Y,34.0730024,-118.0036551
PAST SALE,,Condo/Co-op,11747 Sitka St Unit A,El Monte,CA,91732,411818,5,4.0,,1996,,1992,,206,,,,,http://www.redfin.com/CA/El-Monte/11747-Sitka-St-91732/unit-A/home/7997597,,,N,Y,34.0711639,-118.019767
PAST SALE,,Condo/Co-op,11747 Sitka St Unit C,El Monte,CA,91732,165000,5,4.0,,1996,,1992,,83,,,,,http://www.redfin.com/CA/El-Monte/11747-Sitka-St-91732/unit-C/home/7997599,,,N,Y,34.0711639,-118.019767
PAST SALE,August-5-2014,Single Family Residential,3808 Lincoln Ave,El Monte,CA,91731,532000,4,2.0,619 - El Monte,2078,6953,1947,1090,256,,Sold,,,http://www.redfin.com/CA/El-Monte/3808-Lincoln-Ave-91731/home/7998075,CRMLS,WS14123747,N,Y,34.0768009,-118.0276029
PAST SALE,,Single Family Residential,10232 Towneway Dr,El Monte,CA,91733,215000,5,1.0,,1849,5278,1956,,116,,,,,http://www.redfin.com/CA/El-Monte/10232-Towneway-Dr-91733/home/8004897,,,N,Y,34.069009,-118.0477825
PAST SALE,,Single Family Residential,10143 Whitmore St,El Monte,CA,91733,150000,4,2.0,,1348,5945,1956,,111,,,,,http://www.redfin.com/CA/El-Monte/10143-Whitmore-St-91733/home/8005517,,,N,Y,34.0696548,-118.0491337
