SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-14-2017,Single Family Residential,4641 Doreen Ave,El Monte,CA,91731,494500,3,1.5,619 - El Monte,1088,5239,1954,166,455,,Sold,,,http://www.redfin.com/CA/El-Monte/4641-Doreen-Ave-91731/home/8002325,i-Tech MLS,316010885,N,Y,34.0901023,-118.0400608
PAST SALE,February-28-2013,Single Family Residential,12060 Hallwood Dr,El Monte,CA,91732,488000,3,2.0,619 - El Monte,1700,12262,1938,1613,287,,Sold,,,http://www.redfin.com/CA/El-Monte/12060-Hallwood-Dr-91732/home/7985352,CRMLS,BB12145555,N,Y,34.0901054,-118.003196
PAST SALE,December-9-2016,Townhouse,3602 Maxson Rd Unit L,El Monte,CA,91732,315000,2,2.0,619 - El Monte,1015,905,1980,233,310,150,Sold,,,http://www.redfin.com/CA/El-Monte/3602-Maxson-Rd-91732/unit-L/home/7986942,i-Tech MLS,316010171,N,Y,34.0685182,-118.0108939
PAST SALE,December-30-2016,Single Family Residential,12129 Wanda St,El Monte,CA,91732,432000,3,2.5,619 - El Monte,1552,3146,2002,212,278,80,Sold,,,http://www.redfin.com/CA/El-Monte/12129-Wanda-St-91732/home/8120063,i-Tech MLS,316010975,N,Y,34.0667206,-118.0137024
PAST SALE,March-28-2014,Single Family Residential,12023 LOWER AZUSA Rd,El Monte,CA,91732,520000,3,2.0,619 - El Monte,2221,13427,1957,1220,234,,Sold,,,http://www.redfin.com/CA/El-Monte/12023-Lower-Azusa-Rd-91732/home/7985422,CRMLS,BB14025417,N,Y,34.0879,-118.0055562
PAST SALE,April-27-2017,Single Family Residential,11713 Killian St,El Monte,CA,91732,455200,3,1.5,619 - El Monte,1160,7275,1965,94,392,,Sold,,,http://www.redfin.com/CA/El-Monte/11713-Killian-St-91732/home/7985722,i-Tech MLS,317002638,N,Y,34.0846353,-118.013544
PAST SALE,March-6-2012,Single Family Residential,3614 WINDSONG St,El Monte,CA,91732,275000,3,2.5,619 - El Monte,1433,1983,1988,1972,192,210,Sold,,,http://www.redfin.com/CA/El-Monte/3614-Windsong-St-91732/home/7987819,i-Tech MLS,22160072,N,Y,34.0673843,-118.0066408
PAST SALE,,Single Family Residential,4222 Kerman Ave,El Monte,CA,91731,140500,3,2.0,,1245,6724,1961,,113,,,,,http://www.redfin.com/CA/El-Monte/4222-Kerman-Ave-91731/home/7998651,,,N,Y,34.0833476,-118.0297636
PAST SALE,,Single Family Residential,10434 Schmidt Rd,South El Monte,CA,91733,175000,3,3.0,,1924,19096,1938,,91,,,,,http://www.redfin.com/CA/South-El-Monte/10434-Schmidt-Rd-91733/home/7794825,,,N,Y,34.0569599,-118.043547
PAST SALE,,Single Family Residential,10112 Maroon St,El Monte,CA,91733,115000,3,2.0,,1104,6102,1956,,104,,,,,http://www.redfin.com/CA/El-Monte/10112-Maroon-St-91733/home/7795100,,,N,Y,34.0602018,-118.0482477
PAST SALE,,Single Family Residential,2439 Central Ave,South El Monte,CA,91733,193000,2,2.0,,1733,10385,1930,,111,,,,,http://www.redfin.com/CA/South-El-Monte/2439-Central-Ave-91733/home/7795004,,,N,Y,34.0571467,-118.0473769
PAST SALE,,Single Family Residential,10334 Giovane St,El Monte,CA,91733,137272,2,1.0,,874,6008,1950,,157,,,,,http://www.redfin.com/CA/El-Monte/10334-Giovane-St-91733/home/7794675,,,N,Y,34.0614798,-118.0456873
PAST SALE,September-15-2011,Single Family Residential,10345 Giovane St,El Monte,CA,91733,355000,3,2.0,619 - El Monte,1502,5000,1976,2145,236,,Sold,,,http://www.redfin.com/CA/El-Monte/10345-Giovane-St-91733/home/7794712,CRMLS,W11059191,N,Y,34.0619011,-118.0453447
PAST SALE,July-10-2015,Single Family Residential,10429 Asher St,El Monte,CA,91733,360000,3,1.0,619 - El Monte,1145,5964,1944,751,314,,Sold,,,http://www.redfin.com/CA/El-Monte/10429-Asher-St-91733/home/8004259,CRMLS,WS15105253,N,Y,34.0683109,-118.0440902
PAST SALE,December-2-2010,Single Family Residential,10420 Asher St,El Monte,CA,91733,353000,3,1.75,619 - El Monte,1318,8848,1944,2432,268,,Sold,,,http://www.redfin.com/CA/El-Monte/10420-Asher-St-91733/home/8004312,CRMLS,W10102756,N,Y,34.0679239,-118.0443567
PAST SALE,November-18-2015,Single Family Residential,10511 Mildred St,El Monte,CA,91733,434000,3,1.0,619 - El Monte,1336,8434,1941,620,325,,Sold,,,http://www.redfin.com/CA/El-Monte/10511-Mildred-St-91733/home/8004323,i-Tech MLS,315009350,N,Y,34.0673021,-118.0432692
PAST SALE,June-26-2015,Single Family Residential,3137 Mayfair Ave,El Monte,CA,91733,380000,3,2.0,619 - El Monte,1113,4452,1953,765,341,,Sold,,,http://www.redfin.com/CA/El-Monte/3137-Mayfair-Ave-91733/home/8004407,CRMLS,WS15093328,N,Y,34.0652518,-118.0463674
PAST SALE,,Single Family Residential,3213 Granada Ave,El Monte,CA,91731,131000,2,2.0,,1910,5751,1948,,69,,,,,http://www.redfin.com/CA/El-Monte/3213-Granada-Ave-91731/home/8004508,,,N,Y,34.0673801,-118.0411908
PAST SALE,,Single Family Residential,3240 Granada Ave,El Monte,CA,91731,158000,2,1.0,,880,4607,1959,,180,,,,,http://www.redfin.com/CA/El-Monte/3240-Granada-Ave-91731/home/8004527,,,N,Y,34.0680047,-118.0404827
PAST SALE,,Single Family Residential,3129 Gage Ave,El Monte,CA,91731,161000,3,2.0,,1704,5855,1948,,94,,,,,http://www.redfin.com/CA/El-Monte/3129-Gage-Ave-91731/home/8004540,,,N,Y,34.0652697,-118.0402636
PAST SALE,January-31-2014,Single Family Residential,3145 Gage Ave,El Monte,CA,91731,410000,3,1.5,619 - El Monte,1243,5919,1948,1276,330,,Sold,,,http://www.redfin.com/CA/El-Monte/3145-Gage-Ave-91731/home/8004543,CRMLS,CV13205577,N,Y,34.065678,-118.0402268
PAST SALE,,Single Family Residential,3155 Gage Ave,El Monte,CA,91731,170000,3,2.0,,1307,5718,1941,,130,,,,,http://www.redfin.com/CA/El-Monte/3155-Gage-Ave-91731/home/8004545,,,N,Y,34.065956,-118.040244
PAST SALE,,Single Family Residential,3165 Gage Ave,El Monte,CA,91731,138000,3,2.0,,1802,6351,1941,,77,,,,,http://www.redfin.com/CA/El-Monte/3165-Gage-Ave-91731/home/8004548,,,N,Y,34.0663386,-118.0401865
PAST SALE,,Single Family Residential,3146 Granada Ave,El Monte,CA,91731,152000,3,2.0,,1295,5099,1948,,117,,,,,http://www.redfin.com/CA/El-Monte/3146-Granada-Ave-91731/home/8004559,,,N,Y,34.0658358,-118.0406874
PAST SALE,,Single Family Residential,3145 Lexington Ave,El Monte,CA,91731,246000,3,1.0,,1384,5608,1947,,178,,,,,http://www.redfin.com/CA/El-Monte/3145-Lexington-Ave-91731/home/8004610,,,N,Y,34.0657487,-118.0392607
PAST SALE,,Single Family Residential,3157 Lexington Ave,El Monte,CA,91731,130000,2,1.0,,806,6161,1941,,161,,,,,http://www.redfin.com/CA/El-Monte/3157-Lexington-Ave-91731/home/8004613,,,N,Y,34.0661592,-118.0392246
PAST SALE,,Single Family Residential,3166 Gage Ave,El Monte,CA,91731,139500,3,1.0,,1340,5060,1948,,104,,,,,http://www.redfin.com/CA/El-Monte/3166-Gage-Ave-91731/home/8004618,,,N,Y,34.0662751,-118.0396629
PAST SALE,,Single Family Residential,3156 Gage Ave,El Monte,CA,91731,150000,2,1.0,,1251,5850,1948,,120,,,,,http://www.redfin.com/CA/El-Monte/3156-Gage-Ave-91731/home/8004620,,,N,Y,34.0659804,-118.0396867
PAST SALE,,Single Family Residential,3227 Washington Ave,El Monte,CA,91731,180000,3,2.0,,1672,8448,1976,,108,,,,,http://www.redfin.com/CA/El-Monte/3227-Washington-Ave-91731/home/8004633,,,N,Y,34.0674099,-118.0383162
PAST SALE,,Single Family Residential,3158 Lexington Ave,El Monte,CA,91731,345000,2,2.0,,1372,5112,1941,,251,,,,,http://www.redfin.com/CA/El-Monte/3158-Lexington-Ave-91731/home/8004648,,,N,Y,34.0661954,-118.0386969
PAST SALE,,Single Family Residential,3148 Lexington Ave,El Monte,CA,91731,392500,3,2.0,,1597,5820,1941,,246,,,,,http://www.redfin.com/CA/El-Monte/3148-Lexington-Ave-91731/home/8004650,,,N,Y,34.0659079,-118.0386618
PAST SALE,,Single Family Residential,3120 Lexington Ave,El Monte,CA,91731,290000,2,1.0,,1062,5831,1941,,273,,,,,http://www.redfin.com/CA/El-Monte/3120-Lexington-Ave-91731/home/8004656,,,N,Y,34.0650815,-118.038754
PAST SALE,,Single Family Residential,3129 Washington Ave,El Monte,CA,91731,135000,3,1.0,,1506,6159,1927,,90,,,,,http://www.redfin.com/CA/El-Monte/3129-Washington-Ave-91731/home/8004665,,,N,Y,34.0653878,-118.0382767
PAST SALE,,Single Family Residential,3036 Lexington Ave,El Monte,CA,91731,136500,2,1.0,,1118,7252,1929,,122,,,,,http://www.redfin.com/CA/El-Monte/3036-Lexington-Ave-91731/home/8004678,,,N,Y,34.0639151,-118.0391073
PAST SALE,,Single Family Residential,3034 Lexington Ave,El Monte,CA,91731,135000,2,1.0,,1060,7370,1929,,127,,,,,http://www.redfin.com/CA/El-Monte/3034-Lexington-Ave-91731/home/8004679,,,N,Y,34.0637743,-118.039053
PAST SALE,,Single Family Residential,3030 Lexington Ave,El Monte,CA,91731,103000,2,1.0,,1040,7074,1929,,99,,,,,http://www.redfin.com/CA/El-Monte/3030-Lexington-Ave-91731/home/8004680,,,N,Y,34.0636553,-118.0390895
PAST SALE,,Single Family Residential,3048 Washington Ave,El Monte,CA,91731,122000,2,1.0,,915,7383,1939,,133,,,,,http://www.redfin.com/CA/El-Monte/3048-Washington-Ave-91731/home/8004693,,,N,Y,34.0642067,-118.0377894
PAST SALE,May-7-2009,Single Family Residential,3103 NEVADA Ave,El Monte,CA,91731,319000,3,2.0,619 - El Monte,1586,4748,1957,3006,201,,Sold,,,http://www.redfin.com/CA/El-Monte/3103-Nevada-Ave-91731/home/8004709,CRMLS,P680513,N,Y,34.064769,-118.037321
PAST SALE,,Single Family Residential,3223 Nevada Ave,El Monte,CA,91731,179000,2,1.0,,1267,6131,1928,,141,,,,,http://www.redfin.com/CA/El-Monte/3223-Nevada-Ave-91731/home/8004734,,,N,Y,34.0671136,-118.0372645
PAST SALE,,Single Family Residential,10100 Towneway Dr,El Monte,CA,91733,172000,3,2.0,,1218,5466,1956,,141,,,,,http://www.redfin.com/CA/El-Monte/10100-Towneway-Dr-91733/home/8004948,,,N,Y,34.0669698,-118.0496268
PAST SALE,October-12-2016,Single Family Residential,10012 Towneway Dr,El Monte,CA,91733,472000,3,2.0,619 - El Monte,1218,6524,1956,291,388,,Sold,,,http://www.redfin.com/CA/El-Monte/10012-Towneway-Dr-91733/home/8004951,CRMLS,PW16147984,N,Y,34.0664647,-118.0508996
PAST SALE,,Single Family Residential,3129 Friendswood Ave,El Monte,CA,91733,250000,3,2.0,,1189,9803,1942,,210,,,,,http://www.redfin.com/CA/El-Monte/3129-Friendswood-Ave-91733/home/8005298,,,N,Y,34.0647284,-118.0502628
PAST SALE,March-7-2012,Single Family Residential,10032 Rio Hondo,El Monte,CA,91733,369000,3,2.0,619 - El Monte,1500,11050,1950,1971,246,,Sold,,,http://www.redfin.com/CA/El-Monte/10032-Rio-Hondo-Pkwy-91733/home/8005303,CRMLS,A11090785,N,Y,34.0656445,-118.0502785
PAST SALE,July-17-2015,Multi-Family (2-4 Unit),10111 Bodger St,El Monte,CA,91733,410000,2,2.0,619 - El Monte,1030,5905,1944,744,398,,Sold,,,http://www.redfin.com/CA/El-Monte/10111-Bodger-St-91733/home/8005333,CRMLS,RS15112550,N,Y,34.0646688,-118.0489656
PAST SALE,November-17-2010,Single Family Residential,11532 FENNELL St,El Monte,CA,91732,310000,3,1.75,619 - El Monte,1340,5995,1947,2447,231,,Sold,,,http://www.redfin.com/CA/El-Monte/11532-Fennell-St-91732/home/7997074,CRMLS,R1006536,N,Y,34.0657715,-118.0260881
PAST SALE,,Single Family Residential,2054 Burkett Rd,El Monte,CA,91733,50000,2,1.0,,1472,20696,1938,,34,,,,,http://www.redfin.com/CA/El-Monte/2054-Burkett-Rd-91733/home/7799752,,,N,Y,34.0435978,-118.0247252
PAST SALE,,Condo/Co-op,11017 Brockway St,El Monte,CA,91731,399000,3,3.0,,1950,,2007,,205,,,,,http://www.redfin.com/CA/El-Monte/11017-Brockway-St-91731/home/17138839,,,N,Y,34.0686227,-118.0354684
PAST SALE,,Single Family Residential,2364 Peck Rd,El Monte,CA,91733,385000,2,1.0,,974,5430,1954,,395,,,,,http://www.redfin.com/CA/El-Monte/2364-Peck-Rd-91733/home/7796095,,,N,Y,34.0558222,-118.0302739
PAST SALE,March-25-2011,Single Family Residential,2825 Allgeyer Ave,El Monte,CA,91732,240000,2,1.0,619 - El Monte,984,7440,1952,2319,244,,Sold,,,http://www.redfin.com/CA/El-Monte/2825-Allgeyer-Ave-91732/home/7796191,CRMLS,I11024185,N,Y,34.059123,-118.0200324
PAST SALE,,Condo/Co-op,2972 Maxson Rd,El Monte,CA,91732,180000,3,3.0,,1592,,1991,,113,,,,,http://www.redfin.com/CA/El-Monte/2972-Maxson-Rd-91732/home/7796338,,,N,Y,34.0585044,-118.0155305
PAST SALE,,Single Family Residential,11223 Maryvine St,El Monte,CA,91733,126000,2,1.0,,698,4072,1945,,181,,,,,http://www.redfin.com/CA/El-Monte/11223-Maryvine-St-91733/home/7796587,,,N,Y,34.054046,-118.0308413
PAST SALE,January-14-2013,Single Family Residential,11953 BONWOOD Rd,El Monte,CA,91732,300900,2,1.5,619 - El Monte,1341,8399,1948,1658,224,,Sold,,,http://www.redfin.com/CA/El-Monte/11953-Bonwood-Rd-91732/home/7796597,CRMLS,P843899,N,Y,34.0543559,-118.0289782
PAST SALE,March-18-2015,Single Family Residential,2290 Peck Rd,El Monte,CA,91733,353000,2,1.0,699 - Not Defined,950,5371,1951,865,372,,Sold,,,http://www.redfin.com/CA/El-Monte/2290-Peck-Rd-91733/home/7796621,CRMLS,DW14243321,N,Y,34.0539444,-118.0301403
PAST SALE,May-31-2010,Single Family Residential,2322 COGSWELL Rd,El Monte,CA,91732,230000,3,1.0,619 - El Monte,990,6747,,2617,232,,Sold,,,http://www.redfin.com/CA/El-Monte/2322-Cogswell-Rd-91732/home/7796683,CRMLS,C10015027,N,Y,34.0537388,-118.0290709
PAST SALE,,Single Family Residential,12203 Redberry St,El Monte,CA,91732,136000,3,1.0,,962,6331,1951,,141,,,,,http://www.redfin.com/CA/El-Monte/12203-Redberry-St-91732/home/7796847,,,N,Y,34.050112,-118.0273191
PAST SALE,,Single Family Residential,12209 Redberry St,El Monte,CA,91732,140000,3,2.0,,1288,5787,1951,,109,,,,,http://www.redfin.com/CA/El-Monte/12209-Redberry-St-91732/home/7796848,,,N,Y,34.0500313,-118.0271778
PAST SALE,November-13-2012,Single Family Residential,2438 Cogswell Rd,El Monte,CA,91732,282000,3,1.0,619 - El Monte,1396,5769,1948,1720,202,,Sold,,,http://www.redfin.com/CA/El-Monte/2438-Cogswell-Rd-91732/home/7797058,CRMLS,A12124021,N,Y,34.055348,-118.0270449
PAST SALE,,Single Family Residential,2639 Parkway Dr,El Monte,CA,91732,154500,3,2.0,,1456,24211,1939,,106,,,,,http://www.redfin.com/CA/El-Monte/2639-Parkway-Dr-91732/home/7797790,,,N,Y,34.0501762,-118.0151143
PAST SALE,,Single Family Residential,12517 Elliott Ave,El Monte,CA,91732,220000,2,1.0,,1187,11049,1937,,185,,,,,http://www.redfin.com/CA/El-Monte/12517-Elliott-Ave-91732/home/7797806,,,N,Y,34.0500391,-118.0158761
PAST SALE,December-2-2009,Single Family Residential,12541 Poinsettia Ave,El Monte,CA,91732,330000,3,1.0,619 - El Monte,1451,5663,1935,2797,227,,Sold,,,http://www.redfin.com/CA/El-Monte/12541-Poinsettia-Ave-91732/home/7797843,CRMLS,C09106706,N,Y,34.051175,-118.0144815
PAST SALE,,Single Family Residential,12450 Denholm Dr,El Monte,CA,91732,125000,2,1.0,,817,5697,1959,,153,,,,,http://www.redfin.com/CA/El-Monte/12450-Denholm-Dr-91732/home/7797957,,,N,Y,34.0557472,-118.0126376
PAST SALE,August-12-2016,Single Family Residential,2706 Parkway Dr,El Monte,CA,91732,353000,3,1.0,619 - El Monte,1134,6154,1962,352,311,,Sold,,,http://www.redfin.com/CA/El-Monte/2706-Parkway-Dr-91732/home/7797992,CRMLS,OC15235266,N,Y,34.0506551,-118.0134922
PAST SALE,November-2-2012,Single Family Residential,12442 Rush St,South El Monte,CA,91733,230000,3,1.75,657 - So. El Monte,925,5732,1949,1731,249,,Sold,,,http://www.redfin.com/CA/El-Monte/12442-Rush-St-91733/home/7799603,CRISNet,F12087206,N,Y,34.0429398,-118.027184
PAST SALE,,Single Family Residential,2162 Amber Ave,El Monte,CA,91732,177000,3,2.0,,1724,5010,1966,,103,,,,,http://www.redfin.com/CA/El-Monte/2162-Amber-Ave-91732/home/7799730,,,N,Y,34.0432964,-118.0213407
PAST SALE,,Single Family Residential,12102 Sitka St,El Monte,CA,91732,305000,3,2.0,,1381,4972,1948,,221,,,,,http://www.redfin.com/CA/El-Monte/12102-Sitka-St-91732/home/7987327,,,N,Y,34.0679033,-118.0138588
PAST SALE,,Single Family Residential,12019 Clora Pl,El Monte,CA,91732,125000,2,2.0,,1206,8131,1960,,104,,,,,http://www.redfin.com/CA/El-Monte/12019-Clora-Pl-91732/home/7996769,,,N,Y,34.0652348,-118.0170046
PAST SALE,,Single Family Residential,12041 Clora Pl,El Monte,CA,91732,137000,2,1.0,,1087,7223,1954,,126,,,,,http://www.redfin.com/CA/El-Monte/12041-Clora-Pl-91732/home/7996779,,,N,Y,34.0650438,-118.0163595
PAST SALE,August-26-2015,Single Family Residential,11749 Lansdale Ave,El Monte,CA,91732,350000,2,1.0,619 - El Monte,995,11558,1936,704,352,,Sold,,,http://www.redfin.com/CA/El-Monte/11749-Lansdale-Ave-91732/home/7996801,CRMLS,IG15087659,N,Y,34.067195,-118.0220909
PAST SALE,,Single Family Residential,3108 Baseball Ave,El Monte,CA,91732,129000,3,2.0,,1209,8307,1947,,107,,,,,http://www.redfin.com/CA/El-Monte/3108-Baseball-Ave-91732/home/7996882,,,N,Y,34.063698,-118.0237558
PAST SALE,,Single Family Residential,3117 San Leon Dr,El Monte,CA,91732,121000,2,1.0,,887,7625,1940,,136,,,,,http://www.redfin.com/CA/El-Monte/3117-San-Leon-Dr-91732/home/7996978,,,N,Y,34.0650976,-118.0286714
PAST SALE,,Single Family Residential,3048 San Ignacio Dr,El Monte,CA,91732,260000,3,2.0,,1016,7424,1939,,256,,,,,http://www.redfin.com/CA/El-Monte/3048-San-Ignacio-Dr-91732/home/7997028,,,N,Y,34.0648617,-118.0267914
PAST SALE,,Single Family Residential,3031 Richwood Ave,El Monte,CA,91732,226000,2,1.0,,792,9363,1940,,285,,,,,http://www.redfin.com/CA/El-Monte/3031-Richwood-Ave-91732/home/7997035,,,N,Y,34.064143,-118.0267079
PAST SALE,December-4-2009,Single Family Residential,11923 Exline St,El Monte,CA,91732,230000,3,1.5,619 - El Monte,1128,5345,1960,2795,204,,Sold,,,http://www.redfin.com/CA/El-Monte/11923-Exline-St-91732/home/7997350,CRMLS,H09105613,N,Y,34.0670913,-118.0180095
PAST SALE,September-18-2009,Single Family Residential,2760 Parkway Dr,El Monte,CA,91732,238000,3,2.0,619 - El Monte,1080,6000,1947,2872,220,,Sold,,,http://www.redfin.com/CA/El-Monte/2760-Parkway-Dr-91732/home/7797982,CRMLS,M09050227,N,Y,34.052009,-118.013082
PAST SALE,,Single Family Residential,10721 Ranchito St,El Monte,CA,91731,70000,3,1.0,,1024,6042,1954,,68,,,,,http://www.redfin.com/CA/El-Monte/10721-Ranchito-St-91731/home/8002805,,,N,Y,34.0899474,-118.0346642
PAST SALE,,Single Family Residential,2515 Luder Ave,South El Monte,CA,91733,128000,3,1.0,,948,8301,1940,,135,,,,,http://www.redfin.com/CA/South-El-Monte/2515-Luder-Ave-91733/home/7794758,,,N,Y,34.0577914,-118.0461825
PAST SALE,,Single Family Residential,2127 Norema St,El Monte,CA,91733,114000,2,1.0,,899,7356,1951,,127,,,,,http://www.redfin.com/CA/El-Monte/2127-Norema-St-91733/home/7799912,,,N,Y,34.0505513,-118.0319436
PAST SALE,,Single Family Residential,12052 Schmidt Rd,El Monte,CA,91732,154000,2,1.0,,1206,5345,1948,,128,,,,,http://www.redfin.com/CA/El-Monte/12052-Schmidt-Rd-91732/home/7797049,,,N,Y,34.0544904,-118.0258334
PAST SALE,,Single Family Residential,10303 Rio Hondo Pkwy,El Monte,CA,91733,180000,2,1.0,,1233,12875,1944,,146,,,,,http://www.redfin.com/CA/El-Monte/10303-Rio-Hondo-Pkwy-91733/home/8004888,,,N,Y,34.0684906,-118.0473177
PAST SALE,,Single Family Residential,9652 Fern St,South El Monte,CA,91733,64000,3,1.0,,1112,5292,1954,,58,,,,,http://www.redfin.com/CA/South-El-Monte/9652-Fern-St-91733/home/7794424,,,N,Y,34.0589055,-118.0583277
PAST SALE,,Single Family Residential,2655 Doreen Ave,El Monte,CA,91733,280000,3,1.0,,1059,7511,1947,,264,,,,,http://www.redfin.com/CA/El-Monte/2655-Doreen-Ave-91733/home/7794694,,,N,Y,34.0605683,-118.0450441
PAST SALE,July-12-2013,Single Family Residential,2237 Cogswell Rd,El Monte,CA,91732,240000,3,2.0,619 - El Monte,1116,8135,1951,1479,215,,Sold,,,http://www.redfin.com/CA/El-Monte/2237-Cogswell-Rd-91732/home/7796633,CRMLS,CV13093891,N,Y,34.0516452,-118.0296238
PAST SALE,,Single Family Residential,2308 Allgeyer Ave,El Monte,CA,91732,135000,3,1.0,,1036,4926,1951,,130,,,,,http://www.redfin.com/CA/El-Monte/2308-Allgeyer-Ave-91732/home/7796767,,,N,Y,34.0525175,-118.0275858
PAST SALE,March-23-2012,Single Family Residential,12145 Maryvine St,El Monte,CA,91732,271800,3,1.0,619 - El Monte,1262,4927,1951,1955,215,,Sold,,,http://www.redfin.com/CA/El-Monte/12145-Maryvine-St-91732/home/7796797,CRMLS,A12015536,N,Y,34.0510924,-118.0271726
PAST SALE,December-23-2016,Single Family Residential,11320 Iris Ln,El Monte,CA,91731,457000,3,2.5,619 - El Monte,1505,2885,1996,219,304,,Sold,,,http://www.redfin.com/CA/El-Monte/11320-Iris-Ln-91731/home/7998320,CRMLS,PW16745319,N,Y,34.0736915,-118.0275315
PAST SALE,,Single Family Residential,3742 Gibson Rd,El Monte,CA,91731,145500,2,1.0,,792,6192,1925,,184,,,,,http://www.redfin.com/CA/El-Monte/3742-Gibson-Rd-91731/home/8003802,,,N,Y,34.0764304,-118.0509111
PAST SALE,March-13-2017,Single Family Residential,3916 Glen Way,El Monte,CA,91731,461500,3,2.0,619 - El Monte,1132,5411,1974,139,408,,Sold,,,http://www.redfin.com/CA/El-Monte/3916-Glen-Way-91731/home/7997812,CRMLS,PW17011160,N,Y,34.0790074,-118.0286388
PAST SALE,,Single Family Residential,2552 Sastre Ave,El Monte,CA,91733,112000,3,2.0,,1084,6211,1957,,103,,,,,http://www.redfin.com/CA/El-Monte/2552-Sastre-Ave-91733/home/7794252,,,N,Y,34.0587149,-118.0539827
PAST SALE,February-12-2009,Single Family Residential,2554 POTRERO Ave,El Monte,CA,91733,130000,2,1.0,619 - El Monte,957,5016,1947,3090,136,,Sold,,,http://www.redfin.com/CA/El-Monte/2554-Potrero-Ave-91733/home/7794260,CRMLS,B2104660,N,Y,34.0588068,-118.055092
PAST SALE,,Single Family Residential,2524 Sastre Ave,El Monte,CA,91733,123000,2,1.0,,810,8028,1947,,152,,,,,http://www.redfin.com/CA/El-Monte/2524-Sastre-Ave-91733/home/7794270,,,N,Y,34.0579715,-118.0539432
PAST SALE,,Single Family Residential,2420 Potrero Ave,El Monte,CA,91733,80200,1,1.0,,744,11994,1944,,108,,,,,http://www.redfin.com/CA/El-Monte/2420-Potrero-Ave-91733/home/7794310,,,N,Y,34.0560179,-118.0554584
PAST SALE,,Single Family Residential,2632 Delco Ave,El Monte,CA,91733,149500,3,1.0,,1057,7510,1947,,141,,,,,http://www.redfin.com/CA/El-Monte/2632-Delco-Ave-91733/home/7794624,,,N,Y,34.0596069,-118.0433695
PAST SALE,,Single Family Residential,2648 Luder Ave,El Monte,CA,91733,63000,3,2.0,,1518,7501,1946,,42,,,,,http://www.redfin.com/CA/El-Monte/2648-Luder-Ave-91733/home/7794690,,,N,Y,34.0605397,-118.0456075
PAST SALE,,Single Family Residential,2645 Luder Ave,El Monte,CA,91733,404000,3,1.0,,1080,7476,1946,,374,,,,,http://www.redfin.com/CA/El-Monte/2645-Luder-Ave-91733/home/7794728,,,N,Y,34.0604152,-118.0461213
PAST SALE,,Single Family Residential,2621 Luder Ave,El Monte,CA,91733,134000,3,1.0,,1080,8259,1946,,124,,,,,http://www.redfin.com/CA/El-Monte/2621-Luder-Ave-91733/home/7794732,,,N,Y,34.0597867,-118.0461392
PAST SALE,January-12-2011,Single Family Residential,10128 Maroon St,El Monte,CA,91733,310000,3,2.0,619 - El Monte,1074,5432,1956,2391,289,,Sold,,,http://www.redfin.com/CA/El-Monte/10128-Maroon-St-91733/home/7795102,CRMLS,C10122973,N,Y,34.0602004,-118.0477318
PAST SALE,,Single Family Residential,2741 Lexington Ave,El Monte,CA,91733,310000,5,4.0,,1606,6621,1928,,193,,,,,http://www.redfin.com/CA/El-Monte/2741-Lexington-Ave-91733/home/7795299,,,N,Y,34.0617583,-118.0394066
PAST SALE,,Single Family Residential,2408 Lorin Ave,El Monte,CA,91733,140000,3,2.0,,1256,5047,1961,,111,,,,,http://www.redfin.com/CA/El-Monte/2408-Lorin-Ave-91733/home/7795420,,,N,Y,34.0563565,-118.0391653
PAST SALE,,Condo/Co-op,2836 New Deal Ave Unit A,El Monte,CA,91733,269000,3,2.0,,1506,,1997,,179,,,,,http://www.redfin.com/CA/El-Monte/2836-New-Deal-Ave-91733/unit-A/home/7795643,,,N,Y,34.0618664,-118.0313763
PAST SALE,December-6-2013,Single Family Residential,2802 Musgrove Ave,El Monte,CA,91732,338000,2,1.75,619 - El Monte,1195,9209,1936,1332,283,,Sold,,,http://www.redfin.com/CA/El-Monte/2802-Musgrove-Ave-91732/home/7795669,CRMLS,AR13135866,N,Y,34.0614124,-118.027546
PAST SALE,,Single Family Residential,2617 Peck Rd,El Monte,CA,91733,113000,2,1.0,,624,2710,1941,,181,,,,,http://www.redfin.com/CA/El-Monte/2617-Peck-Rd-91733/home/7795833,,,N,Y,34.0591021,-118.0308341
PAST SALE,November-16-2016,Single Family Residential,11015 Elliott Ave,El Monte,CA,91733,415000,2,1.0,619 - El Monte,1273,5589,1946,256,326,,Sold,,,http://www.redfin.com/CA/El-Monte/11015-Elliott-Ave-91733/home/7795882,CRMLS,MB16159143,N,Y,34.0587802,-118.0350302
PAST SALE,,Single Family Residential,11316 Schmidt Rd,El Monte,CA,91733,118000,2,2.0,,1238,5409,1940,,95,,,,,http://www.redfin.com/CA/El-Monte/11316-Schmidt-Rd-91733/home/7795991,,,N,Y,34.0569641,-118.0298999
